,satisfaction_level,average_montly_hours,promotion_last_5years,high,low,medium,0
1095,0.1,308,0,0,1,0,0.0
5184,0.59,243,0,0,1,0,
5506,0.92,196,0,0,0,1,
3559,0.15,265,0,0,1,0,0.0
9076,0.87,202,0,0,0,1,
12690,0.36,145,0,0,0,1,
6368,0.64,131,0,0,0,1,
3676,0.67,272,0,0,1,0,0.0
5799,0.51,197,0,0,1,0,
8855,0.82,174,0,0,0,1,
75,0.11,306,0,0,0,1,0.0
2402,0.93,135,0,0,0,1,1.0
1837,0.1,275,0,0,1,0,1.0
1495,0.79,247,0,0,1,0,1.0
2672,0.68,176,0,0,1,0,0.0
13756,0.58,243,0,0,0,1,
7272,0.54,156,0,0,1,0,
8244,0.71,274,0,0,1,0,
2720,0.63,184,0,0,0,1,1.0
12709,0.42,140,0,0,1,0,
6166,0.86,178,0,0,0,1,
7853,0.86,147,0,1,0,0,
2800,0.94,238,0,0,0,1,0.0
8698,0.56,226,0,0,0,1,
12987,0.89,205,1,0,0,1,
7358,0.98,203,0,0,0,1,
12963,0.94,145,0,0,0,1,
2549,0.65,218,0,0,1,0,0.0
5248,0.49,202,0,0,1,0,
2288,0.47,101,0,0,0,1,0.0
982,0.85,266,0,0,1,0,0.0
5906,0.7,263,0,0,0,1,
1754,0.44,137,0,0,0,1,1.0
13072,0.12,257,0,0,0,1,
5876,0.55,181,0,0,1,0,
3017,0.98,155,0,0,1,0,0.0
7154,0.56,232,0,0,1,0,
4129,0.6,260,0,1,0,0,0.0
5992,0.91,139,0,1,0,0,
340,0.09,308,0,0,0,1,0.0
13470,0.55,201,0,0,0,1,
7020,0.62,138,0,0,0,1,
6254,0.74,234,0,0,0,1,
560,0.09,279,0,0,1,0,0.0
6632,0.95,139,0,0,0,1,
1424,0.45,149,0,0,1,0,0.0
13882,0.71,140,0,0,0,1,
11038,0.61,224,0,0,1,0,
7311,0.64,146,0,0,1,0,
7644,0.5,269,0,0,0,1,
1367,0.4,140,0,0,1,0,1.0
1712,0.36,157,0,0,0,1,0.0
427,0.55,180,0,0,0,1,0.0
6416,0.39,154,0,0,1,0,
6848,0.84,207,0,0,1,0,
9735,0.22,172,0,0,0,1,
10580,0.82,276,0,0,1,0,
822,0.41,128,0,0,1,0,0.0
7328,0.23,242,0,0,0,1,
3726,0.63,232,0,0,0,1,0.0
11073,0.49,181,0,0,0,1,
7482,0.61,134,0,0,0,1,
1178,0.85,221,0,0,1,0,0.0
14782,0.73,252,0,0,0,1,
13415,0.94,242,0,0,0,1,
9481,0.32,183,0,0,1,0,
2992,0.86,211,0,0,0,1,0.0
7837,0.14,172,0,0,0,1,
12897,0.62,140,0,0,1,0,
9355,0.7,168,0,0,1,0,
13478,0.7,110,0,0,1,0,
2852,0.56,232,0,0,1,0,0.0
783,0.36,132,0,0,1,0,0.0
11868,0.84,131,0,0,0,1,
3866,0.7,216,0,0,1,0,0.0
11310,0.77,243,0,0,1,0,
3317,0.68,247,0,0,1,0,0.0
8011,0.66,187,0,0,1,0,
11555,0.98,154,0,0,0,1,
10203,0.56,232,0,0,0,1,
8086,0.78,105,0,0,1,0,
10893,0.59,179,0,0,0,1,
11811,0.83,161,0,1,0,0,
10330,0.88,237,0,0,0,1,
12200,0.9,259,0,0,1,0,
5975,0.7,141,0,0,0,1,
5917,0.53,227,0,0,1,0,
14858,0.46,151,0,0,0,1,
6066,0.85,236,0,0,0,1,
2960,0.63,246,0,0,0,1,0.0
11526,0.47,174,0,0,0,1,
9290,0.77,207,0,0,1,0,
4198,0.96,284,0,0,0,1,0.0
14024,0.39,212,0,1,0,0,
10586,0.9,263,0,0,0,1,
3851,0.26,266,0,0,0,1,0.0
3136,0.91,210,0,0,1,0,0.0
11660,0.52,208,0,0,1,0,
10093,0.8,251,0,0,0,1,
1051,0.09,261,0,0,0,1,0.0
5143,0.98,226,0,0,1,0,
8831,0.69,184,0,0,0,1,
1055,0.1,292,0,0,1,0,0.0
13680,0.91,169,0,0,1,0,
1904,0.1,285,0,0,0,1,0.0
12222,0.37,153,0,0,1,0,
7361,0.97,257,0,0,0,1,
4623,0.39,235,0,0,0,1,
11512,0.59,203,0,0,0,1,
2754,0.53,253,0,0,0,1,0.0
2226,0.71,183,0,0,1,0,0.0
8588,0.82,243,0,0,1,0,
6929,0.67,136,0,0,1,0,
5854,0.59,216,0,0,0,1,
208,0.44,128,0,0,1,0,0.0
802,0.85,264,0,0,0,1,0.0
13049,0.73,272,0,0,1,0,
12647,0.46,151,0,0,0,1,
3802,0.95,208,0,1,0,0,0.0
5150,0.92,184,0,0,1,0,
1066,0.43,129,0,0,1,0,0.0
733,0.38,129,0,0,0,1,0.0
2509,0.58,186,0,0,1,0,0.0
2784,0.17,218,0,0,1,0,0.0
668,0.1,258,0,0,1,0,0.0
1218,0.42,146,0,0,1,0,0.0
12762,0.41,131,0,0,0,1,
6294,0.59,270,0,1,0,0,
7031,0.44,209,0,0,0,1,
8126,0.76,192,0,0,1,0,
7211,0.78,202,0,0,1,0,
1993,0.38,140,0,0,1,0,1.0
9912,0.69,206,0,0,1,0,
6637,0.88,171,0,0,0,1,
12163,0.79,239,0,0,1,0,
6863,0.65,171,0,0,0,1,
4799,0.37,197,0,0,1,0,
14369,0.39,136,0,0,1,0,
12081,0.38,151,0,0,1,0,
6776,0.55,211,0,0,1,0,
10626,0.16,206,0,0,0,1,
6545,0.57,143,0,0,1,0,
4211,0.61,113,0,0,0,1,0.0
8700,0.62,253,0,0,1,0,
7255,0.51,176,0,0,0,1,
8167,0.63,159,0,0,1,0,
545,0.78,236,0,0,0,1,0.0
4883,0.78,249,0,0,1,0,
2718,0.56,143,0,0,0,1,0.0
4696,0.85,235,0,0,0,1,
11144,0.89,147,0,0,1,0,
14506,0.38,146,0,0,0,1,
601,0.84,222,0,0,1,0,0.0
4311,0.62,222,0,0,0,1,1.0
3487,0.14,267,0,0,1,0,0.0
13643,0.91,238,0,0,1,0,
12725,0.43,149,0,0,0,1,
13155,0.62,193,0,1,0,0,
7461,0.24,252,0,0,0,1,
12468,0.9,245,0,0,1,0,
12040,0.87,269,0,0,1,0,
7095,0.18,250,0,0,0,1,
8830,0.52,136,0,0,0,1,
2108,0.74,104,0,0,1,0,0.0
7210,0.51,170,0,0,1,0,
434,0.1,309,0,0,1,0,0.0
3929,0.73,210,0,0,0,1,0.0
10912,0.52,270,0,0,1,0,
7173,1.0,264,0,0,0,1,
5872,0.85,170,0,0,1,0,
9579,0.91,168,0,0,0,1,
14009,0.61,145,1,0,0,1,
12789,0.61,247,0,0,1,0,
13246,0.48,261,0,0,1,0,
4157,0.9,259,0,0,0,1,0.0
9699,0.75,160,0,0,0,1,
2023,1.0,174,0,0,1,0,0.0
999,0.37,131,0,0,0,1,0.0
9352,0.32,205,0,0,1,0,
5052,0.7,165,0,0,0,1,
11747,0.48,213,0,0,0,1,
1335,0.87,307,0,0,1,0,0.0
4120,0.96,153,0,0,0,1,0.0
5511,0.71,209,0,0,0,1,
6987,0.85,177,0,0,0,1,
14883,0.09,269,0,0,1,0,
14791,0.44,145,0,0,1,0,
7284,0.74,192,0,0,1,0,
2196,0.7,260,0,0,1,0,0.0
13743,0.89,144,0,1,0,0,
6424,0.5,187,0,0,0,1,
8527,0.88,185,0,0,1,0,
5696,0.48,105,0,0,1,0,
199,0.77,226,0,0,1,0,0.0
2081,0.93,198,0,0,1,0,0.0
10860,0.76,189,0,0,0,1,
11139,0.74,192,0,1,0,0,
12856,0.78,192,0,0,1,0,
3998,0.67,246,0,0,0,1,0.0
5577,0.67,147,0,0,0,1,
9797,0.69,232,0,0,1,0,
12705,0.45,152,0,0,1,0,
14160,0.71,268,0,1,0,0,
9016,0.83,195,0,0,1,0,
11360,0.62,165,0,0,0,1,
11025,0.67,171,0,0,1,0,
3063,0.72,240,0,0,0,1,0.0
746,0.36,132,0,0,1,0,0.0
10928,0.98,183,0,0,1,0,
5629,0.77,162,0,0,0,1,
14267,0.11,255,0,0,1,0,
3863,0.57,264,0,0,1,0,0.0
11054,0.59,178,0,0,0,1,
11546,0.24,281,0,0,0,1,
5271,0.94,187,0,0,1,0,
6572,0.36,280,0,0,1,0,
14014,0.63,171,0,0,1,0,
2998,0.53,205,0,0,1,0,0.0
8899,0.66,199,0,0,1,0,
9457,0.75,166,0,0,1,0,
7102,0.66,194,0,0,0,1,
5964,0.15,195,0,0,0,1,
10938,0.85,222,1,0,0,1,
7398,0.96,158,0,0,1,0,
9504,0.65,257,0,0,1,0,
14005,0.61,242,0,0,0,1,
14550,0.1,246,0,0,0,1,
5245,0.53,101,0,0,0,1,
9848,0.71,207,0,0,0,1,
12295,0.38,146,0,0,0,1,
14338,0.7,183,0,0,1,0,
2470,0.62,180,0,0,1,0,0.0
3523,0.81,198,0,0,1,0,1.0
10166,0.55,157,0,0,0,1,
1743,0.37,127,0,0,0,1,0.0
8784,0.78,206,0,0,1,0,
2589,0.82,201,0,0,1,0,1.0
14216,0.41,153,0,0,1,0,
7784,0.64,250,0,0,1,0,
13983,0.84,178,0,0,1,0,
7190,0.56,244,0,0,0,1,
9905,0.8,229,0,0,1,0,
2980,0.75,270,0,0,1,0,0.0
12803,0.59,168,0,0,0,1,
4579,0.67,204,0,0,0,1,
532,0.1,246,0,0,0,1,0.0
10819,0.9,193,0,0,0,1,
691,0.42,218,0,0,0,1,0.0
6052,0.85,194,0,0,0,1,
4174,0.48,140,0,0,1,0,0.0
12734,0.11,255,0,0,0,1,
632,0.11,260,0,0,1,0,0.0
11714,0.51,133,0,0,0,1,
6612,0.89,208,0,0,0,1,
3201,0.67,217,0,1,0,0,0.0
14757,0.37,149,0,0,1,0,
2972,0.22,287,0,0,1,0,0.0
14570,0.09,275,0,0,1,0,
12099,0.9,221,0,0,0,1,
8822,0.78,240,0,0,1,0,
8541,0.5,259,0,1,0,0,
8279,0.88,224,0,0,1,0,
12233,0.42,134,0,0,1,0,
6592,0.82,225,0,1,0,0,
2655,0.58,202,0,0,1,0,0.0
166,0.43,129,0,0,1,0,0.0
13133,0.18,147,0,0,1,0,
12004,0.37,159,0,0,1,0,
7823,0.63,144,0,0,0,1,
1674,0.56,252,0,0,0,1,0.0
13172,0.94,133,0,0,1,0,
8985,0.63,149,0,0,1,0,
935,0.44,130,0,0,0,1,0.0
7979,0.53,140,0,0,1,0,
107,0.44,148,0,0,0,1,0.0
5071,0.69,237,0,0,1,0,
7648,0.53,158,0,0,0,1,
14227,0.45,160,0,0,1,0,
9558,0.81,166,0,0,1,0,
4525,0.91,272,0,0,1,0,
673,0.37,149,0,0,1,0,0.0
7082,0.26,178,0,0,1,0,
2801,0.51,181,0,0,0,1,0.0
4986,0.57,254,0,0,1,0,
6652,0.13,146,0,0,1,0,
2004,0.49,214,0,0,1,0,0.0
7976,0.6,145,0,0,1,0,
14861,0.39,134,0,0,0,1,
8833,0.4,128,0,0,0,1,
8801,0.93,137,0,0,0,1,
4070,0.53,232,0,0,1,0,0.0
11913,0.96,206,0,0,0,1,
7804,0.65,194,0,0,1,0,
11629,0.66,272,0,0,0,1,
12120,0.14,158,0,0,1,0,
14461,0.79,261,0,0,1,0,
809,0.11,310,0,0,0,1,0.0
4247,0.86,252,0,0,1,0,0.0
122,0.75,216,0,0,1,0,0.0
9143,0.48,103,0,0,1,0,
5444,0.49,188,0,0,0,1,
4403,0.69,227,0,0,1,0,0.0
10077,0.72,163,0,0,0,1,
5830,0.34,257,0,0,1,0,
12390,0.78,253,0,0,1,0,
7957,0.5,107,0,1,0,0,
9771,0.63,226,0,0,0,1,
3654,0.69,281,0,0,0,1,0.0
14543,0.09,271,0,0,1,0,
2379,0.97,192,0,0,1,0,0.0
966,0.09,281,0,0,0,1,0.0
12827,0.99,170,0,0,0,1,
5110,0.71,201,0,0,0,1,
14639,0.37,126,0,0,0,1,
2334,0.79,176,0,1,0,0,0.0
4280,0.82,252,0,0,0,1,0.0
2131,0.82,185,0,0,0,1,0.0
4382,0.57,206,0,0,1,0,0.0
10631,0.6,165,0,0,0,1,
8566,0.53,241,0,0,1,0,
7898,0.97,208,0,0,0,1,
7897,0.78,178,0,0,0,1,
10181,0.65,177,0,0,1,0,
796,0.45,151,0,0,1,0,0.0
1269,0.45,129,0,0,0,1,0.0
435,0.41,135,0,0,1,0,0.0
8477,0.6,140,0,0,1,0,
936,0.1,301,0,0,1,0,0.0
8504,0.61,269,0,0,0,1,
2759,0.89,173,0,0,0,1,0.0
16,0.45,160,0,0,1,0,1.0
8512,0.55,173,0,0,1,0,
14048,0.7,158,0,0,0,1,
13334,0.99,167,0,0,1,0,
940,0.92,245,0,0,1,0,0.0
8842,0.9,163,0,0,0,1,
222,0.37,153,0,0,1,0,1.0
9804,0.71,249,0,0,1,0,
705,0.45,152,0,0,1,0,0.0
6964,0.89,268,0,0,1,0,
12332,0.09,271,0,0,1,0,
970,0.38,147,0,0,1,0,0.0
6610,0.86,254,0,0,0,1,
2369,0.48,245,0,0,0,1,0.0
1353,0.79,243,0,0,0,1,0.0
7961,0.9,225,0,0,0,1,
11049,0.65,251,0,0,0,1,
5550,0.38,173,0,0,0,1,
4437,0.98,182,0,0,0,1,0.0
3308,0.42,218,0,0,0,1,0.0
8630,0.9,167,0,0,1,0,
12511,0.53,164,0,0,1,0,
6692,0.8,215,0,0,1,0,
430,0.89,195,0,0,1,0,0.0
14483,0.81,270,0,0,0,1,
10481,0.84,181,0,0,0,1,
4871,0.57,167,0,0,1,0,
4590,0.69,227,0,1,0,0,
8341,0.83,206,0,0,0,1,
8981,0.79,213,0,0,1,0,
13309,0.69,252,0,0,0,1,
10856,0.78,145,1,0,0,1,
2457,0.65,149,0,0,1,0,0.0
8836,0.57,214,0,0,0,1,
7781,0.89,168,0,0,1,0,
9231,0.71,157,0,0,0,1,
14333,0.75,216,0,0,1,0,
4462,0.65,269,0,0,0,1,1.0
4815,0.92,170,0,0,0,1,
6828,0.34,158,0,0,0,1,
10653,0.94,273,0,0,1,0,
13891,0.59,200,0,0,1,0,
11613,0.56,265,0,0,1,0,
5604,0.22,217,0,0,0,1,
8415,0.74,131,0,0,0,1,
8255,0.51,169,0,0,1,0,
9549,0.39,131,0,1,0,0,
2204,0.84,266,0,0,1,0,0.0
3692,0.97,173,0,0,0,1,0.0
13557,0.98,153,0,1,0,0,
6071,0.64,213,0,0,0,1,
5750,0.75,209,0,0,0,1,
10749,0.96,207,0,1,0,0,
3665,0.91,147,0,1,0,0,0.0
10526,0.8,160,0,0,1,0,
12926,0.64,241,0,0,0,1,
9866,0.12,287,0,0,0,1,
6963,0.7,178,0,0,1,0,
6411,0.59,190,0,0,0,1,
8282,0.78,169,0,0,0,1,
14395,0.36,141,0,0,0,1,
14859,0.45,129,0,0,0,1,
12010,0.45,135,0,0,1,0,
7112,0.51,204,0,0,0,1,
1815,0.11,305,0,0,0,1,0.0
5521,0.72,166,1,1,0,0,
4506,0.74,135,1,0,0,1,
1320,0.1,306,0,1,0,0,0.0
572,0.75,243,0,0,0,1,0.0
7430,0.79,233,0,0,1,0,
2309,0.62,171,0,0,1,0,0.0
1293,0.72,240,0,0,1,0,0.0
12929,0.96,137,0,0,0,1,
8366,0.63,181,0,0,0,1,
11933,0.95,251,0,0,1,0,
14749,0.87,261,0,0,0,1,
921,0.4,138,0,0,0,1,0.0
7640,0.87,148,0,0,0,1,
10595,0.55,196,0,0,0,1,
10353,0.45,253,0,0,0,1,
11495,0.77,170,0,0,1,0,
6912,0.92,241,0,1,0,0,
12746,0.36,132,0,0,1,0,
12017,0.78,255,0,0,1,0,
5003,0.49,184,0,0,0,1,
4286,0.88,200,0,0,0,1,0.0
8529,0.96,182,0,0,0,1,
12186,0.09,297,0,0,0,1,
9800,0.91,169,0,0,1,0,
14607,0.46,139,0,0,1,0,
9489,0.93,262,0,0,1,0,
11509,0.75,146,0,0,1,0,
3050,0.85,141,0,0,1,0,0.0
6432,0.25,136,0,0,0,1,
2737,0.63,246,0,0,1,0,0.0
6970,0.64,271,0,0,0,1,
1947,0.72,257,0,0,0,1,0.0
376,0.56,296,0,0,0,1,0.0
13374,0.77,191,0,0,0,1,
14204,0.64,253,1,1,0,0,
7487,0.76,136,0,0,0,1,
6419,0.15,204,0,0,1,0,
1261,0.44,145,0,0,1,0,0.0
9130,0.22,162,0,0,1,0,
6807,0.96,233,0,0,1,0,
5386,0.84,166,0,0,1,0,
3833,0.81,215,0,0,1,0,0.0
8184,0.57,206,0,0,0,1,
1025,0.4,142,0,0,1,0,0.0
14076,0.74,224,0,0,0,1,
7475,0.75,158,0,0,1,0,
10172,0.53,281,0,1,0,0,
2214,0.59,149,0,0,0,1,0.0
4386,0.7,256,0,0,0,1,1.0
13373,0.78,137,0,0,0,1,
8174,0.63,214,0,0,1,0,
14067,0.81,268,0,0,1,0,
5700,0.99,199,0,0,0,1,
5277,0.67,133,0,0,0,1,
13587,0.95,183,0,0,1,0,
1966,0.1,265,0,0,1,0,1.0
7980,0.63,236,0,1,0,0,
9340,0.77,263,0,1,0,0,
4634,0.75,254,0,0,1,0,
2416,0.81,230,0,0,0,1,0.0
10914,0.93,253,0,0,1,0,
14801,0.38,148,0,0,1,0,
5307,0.36,192,0,0,1,0,
2374,0.57,164,0,0,1,0,0.0
4532,0.89,160,0,0,1,0,
12361,0.76,263,0,0,1,0,
11140,0.55,178,0,1,0,0,
12103,0.09,267,0,0,0,1,
3400,0.98,249,0,0,1,0,1.0
3769,0.56,195,0,0,0,1,1.0
11430,0.67,149,0,0,1,0,
5807,0.48,286,0,0,1,0,
7498,0.97,202,0,0,0,1,
9545,0.34,149,0,0,0,1,
14399,0.37,152,0,0,0,1,
11459,0.84,197,1,0,1,0,
6240,0.56,266,0,0,1,0,
4379,0.39,115,0,0,1,0,0.0
10637,0.5,257,0,1,0,0,
7510,0.96,228,0,1,0,0,
8154,0.9,165,0,1,0,0,
613,0.81,243,0,0,0,1,0.0
4866,0.95,207,0,0,1,0,
10900,1.0,171,0,0,0,1,
420,0.09,268,0,0,0,1,1.0
9512,0.47,97,0,0,1,0,
4778,0.63,142,0,0,0,1,
14643,0.44,150,0,0,1,0,
829,0.38,138,0,0,1,0,0.0
9821,0.61,98,0,0,0,1,
1010,0.43,152,0,0,0,1,0.0
9246,0.27,121,0,0,1,0,
6218,0.65,111,0,0,0,1,
3242,0.95,207,0,0,1,0,0.0
11351,0.64,258,0,1,0,0,
9307,0.68,165,0,0,0,1,
12161,0.9,243,0,0,1,0,
4329,0.46,258,0,0,1,0,1.0
11511,0.72,216,0,0,0,1,
2777,0.89,141,0,0,1,0,0.0
10443,0.75,147,0,0,0,1,
12141,0.45,155,0,0,1,0,
4907,0.62,158,0,0,1,0,
6726,0.87,242,0,0,1,0,
11874,0.73,274,0,1,0,0,
1641,0.41,154,0,0,1,0,0.0
12061,0.11,308,0,0,0,1,
3247,0.67,202,0,0,0,1,0.0
14140,0.82,219,0,0,1,0,
2112,0.59,200,0,0,1,0,0.0
14807,0.86,222,0,0,1,0,
1096,0.37,129,0,0,1,0,0.0
7174,0.67,157,0,0,0,1,
14475,0.42,139,0,0,0,1,
9597,0.41,257,0,0,1,0,
7875,0.86,165,0,0,0,1,
260,0.46,154,0,0,0,1,0.0
12570,0.44,137,0,0,0,1,
5152,0.73,133,0,1,0,0,
11539,0.74,233,0,0,0,1,
1490,0.38,130,0,0,1,0,0.0
12131,0.38,140,0,0,1,0,
11815,0.88,179,0,1,0,0,
324,0.37,131,0,0,1,0,0.0
5926,0.26,215,0,0,1,0,
5534,0.86,183,0,0,1,0,
3599,0.76,219,0,0,1,0,0.0
2412,0.67,173,0,1,0,0,0.0
14678,0.09,292,0,0,0,1,
6370,0.55,230,0,0,1,0,
10534,0.83,274,0,0,1,0,
1198,0.09,298,0,0,0,1,0.0
10396,0.66,206,0,0,0,1,
2251,0.62,257,0,0,0,1,0.0
3735,0.7,261,0,1,0,0,0.0
13669,0.71,179,1,0,1,0,
6257,0.19,206,0,0,0,1,
9228,0.91,267,0,0,0,1,
6457,0.54,176,0,1,0,0,
2608,0.52,150,0,0,1,0,0.0
7355,0.73,251,0,0,0,1,
7622,0.59,177,0,0,1,0,
12694,0.78,249,0,0,0,1,
5676,0.73,150,0,0,0,1,
13940,0.93,231,1,1,0,0,
10782,0.75,199,0,0,0,1,
11804,0.64,252,0,0,1,0,
5845,0.92,174,0,0,1,0,
9674,0.87,149,0,0,1,0,
4600,0.71,228,0,0,1,0,
4557,0.52,142,1,0,1,0,
12136,0.1,283,0,0,1,0,
3860,0.88,160,0,0,1,0,0.0
12428,0.37,126,0,0,0,1,
9492,0.44,123,0,0,0,1,
11094,0.51,198,0,0,0,1,
238,0.43,146,0,0,1,0,0.0
9328,0.29,149,0,0,1,0,
5005,0.12,194,0,0,0,1,
9503,0.51,169,0,0,1,0,
3535,0.96,234,0,0,0,1,1.0
332,0.09,271,0,0,1,0,0.0
10899,0.89,233,0,0,0,1,
259,0.11,287,0,0,0,1,0.0
2410,0.58,132,0,0,0,1,0.0
14903,0.44,158,0,0,1,0,
5687,0.52,134,0,0,1,0,
14156,0.94,268,0,0,0,1,
8470,0.71,192,0,0,0,1,
1254,0.38,144,0,0,1,0,0.0
4527,0.96,168,0,0,1,0,
9064,0.53,254,0,0,1,0,
6421,0.24,177,0,0,1,0,
875,0.11,277,0,0,1,0,0.0
12697,0.11,306,0,0,1,0,
3888,0.98,199,0,0,0,1,0.0
8163,0.57,154,0,0,1,0,
2163,1.0,185,0,0,1,0,0.0
2446,0.61,156,0,0,0,1,0.0
14052,0.57,111,0,1,0,0,
4710,0.77,160,0,0,1,0,
9813,0.64,204,0,1,0,0,
55,0.37,140,0,0,1,0,0.0
14539,0.1,266,0,0,1,0,
5018,0.5,220,0,0,0,1,
1992,0.15,229,0,0,1,0,0.0
13175,0.52,176,0,0,1,0,
4110,0.68,168,0,0,0,1,0.0
5649,0.23,110,0,0,1,0,
2245,0.53,192,0,0,0,1,0.0
7829,0.88,189,0,0,0,1,
4224,0.83,273,0,0,1,0,0.0
1152,0.39,152,0,0,0,1,0.0
11645,0.76,180,0,0,0,1,
4458,0.66,263,0,0,0,1,0.0
5730,0.9,233,0,0,1,0,
9949,0.89,274,0,0,1,0,
5350,0.45,149,0,0,1,0,
8125,0.98,134,0,0,1,0,
12193,0.09,249,0,0,0,1,
2896,0.6,187,0,0,1,0,0.0
5529,0.86,152,1,0,1,0,
6235,0.79,188,0,0,1,0,
8397,0.74,254,0,0,1,0,
1519,0.4,131,0,0,0,1,0.0
9665,0.97,199,0,0,0,1,
8580,0.84,199,0,1,0,0,
14230,0.76,262,0,0,1,0,
4833,0.22,154,0,0,1,0,
14433,0.37,153,0,0,1,0,
9917,0.63,252,0,0,1,0,
14171,0.82,198,0,0,1,0,
12305,0.45,135,0,0,0,1,
11393,0.33,130,0,1,0,0,
162,0.45,147,0,0,1,0,0.0
10048,0.5,237,0,0,0,1,
6792,0.89,272,0,0,0,1,
13472,0.81,134,0,0,0,1,
7260,0.99,196,0,1,0,0,
12263,0.11,260,0,0,0,1,
3372,0.97,231,0,0,1,0,0.0
5881,0.81,257,0,0,1,0,
5712,0.81,109,0,1,0,0,
2854,0.74,131,0,0,1,0,0.0
8703,0.61,195,0,0,1,0,
1453,0.63,242,0,0,1,0,0.0
10775,0.24,199,0,0,1,0,
14279,0.76,223,0,0,0,1,
3861,0.79,192,0,0,1,0,0.0
3436,0.15,159,0,0,1,0,0.0
11052,0.54,158,0,0,0,1,
2586,0.8,221,0,0,1,0,0.0
11416,0.5,134,0,0,1,0,
12484,0.38,145,0,0,1,0,
9705,0.9,162,0,1,0,0,
3974,0.99,254,0,0,0,1,1.0
7003,0.96,198,0,0,1,0,
7295,0.97,141,0,0,0,1,
3695,0.85,174,0,0,0,1,0.0
6850,0.95,188,0,0,1,0,
7623,0.52,133,0,0,1,0,
2002,0.45,193,0,0,1,0,0.0
11002,0.13,137,0,0,1,0,
10844,0.51,260,0,0,1,0,
3752,0.54,152,0,0,1,0,1.0
5828,0.91,158,0,0,0,1,
5164,0.54,217,0,0,0,1,
7465,0.83,209,0,0,0,1,
8192,0.85,255,0,0,0,1,
6707,0.4,154,0,0,1,0,
1699,0.43,126,0,0,0,1,1.0
6595,0.95,250,0,0,0,1,
7941,0.62,225,0,1,0,0,
8437,0.6,146,0,0,1,0,
9740,0.73,205,0,0,0,1,
4695,0.41,177,0,0,0,1,
4489,0.5,143,0,0,1,0,1.0
4338,0.93,266,0,0,1,0,0.0
5655,0.17,286,0,1,0,0,
861,0.43,144,0,0,1,0,0.0
11982,0.73,139,0,0,0,1,
5905,0.91,163,0,0,1,0,
12592,0.1,264,0,0,1,0,
12707,0.79,271,0,0,1,0,
6635,0.45,216,0,0,0,1,
13657,0.31,132,0,0,1,0,
11585,0.91,147,0,0,1,0,
12209,0.38,153,0,0,1,0,
10134,0.57,144,0,0,1,0,
11770,0.88,218,0,0,1,0,
4618,0.75,141,0,0,0,1,
12785,0.97,268,0,0,1,0,
7964,0.91,255,0,0,0,1,
6120,0.14,122,0,1,0,0,
4219,0.87,251,0,1,0,0,0.0
2706,0.43,197,0,0,1,0,0.0
6128,0.52,186,0,0,0,1,
14718,0.39,158,0,0,1,0,
6231,0.54,142,0,0,1,0,
6629,0.32,283,0,0,1,0,
3897,0.63,217,0,0,1,0,0.0
2437,0.72,191,0,0,1,0,1.0
4440,0.36,116,0,0,1,0,0.0
9207,0.77,141,0,0,1,0,
14584,0.36,142,0,0,0,1,
3127,0.67,206,0,0,1,0,0.0
10339,0.14,215,0,0,1,0,
10710,0.89,185,0,1,0,0,
792,0.9,259,0,0,1,0,0.0
13521,0.77,243,0,0,1,0,
7088,0.94,135,0,0,1,0,
7766,0.8,187,0,0,0,1,
11152,0.99,209,0,0,0,1,
3721,0.91,174,0,0,0,1,0.0
1149,0.77,255,0,0,1,0,0.0
2613,0.7,225,0,0,1,0,0.0
4791,0.66,183,0,0,1,0,
2937,0.91,196,0,0,1,0,0.0
10488,0.6,175,0,0,1,0,
1678,0.75,276,0,0,1,0,0.0
9868,0.69,261,0,0,0,1,
1888,0.1,245,0,0,1,0,0.0
12795,0.61,238,0,0,0,1,
6878,0.74,219,0,0,0,1,
9080,0.73,240,0,0,0,1,
11382,0.67,274,0,0,1,0,
7624,0.85,159,0,0,1,0,
14945,0.14,277,0,0,0,1,
11056,0.15,230,0,0,0,1,
369,0.1,266,0,0,1,0,0.0
12384,0.36,156,0,1,0,0,
6258,0.5,208,0,0,0,1,
3981,0.7,254,0,0,1,0,1.0
11160,0.74,136,0,0,0,1,
6399,0.75,253,0,0,0,1,
7536,0.51,162,0,0,0,1,
4147,0.82,149,0,0,1,0,0.0
12876,0.93,140,0,0,0,1,
7286,0.87,254,0,0,1,0,
13419,0.93,283,0,1,0,0,
6618,0.88,268,0,1,0,0,
90,0.4,130,0,0,1,0,0.0
10566,0.72,133,0,0,1,0,
10462,0.97,264,0,0,1,0,
9473,0.75,154,0,0,0,1,
10212,0.82,137,0,1,0,0,
4723,0.49,213,0,0,1,0,
7040,0.86,134,0,0,1,0,
4806,0.6,138,0,0,1,0,
2758,0.59,156,0,0,0,1,0.0
8679,0.95,259,0,0,1,0,
4315,0.59,146,0,0,0,1,0.0
9613,0.81,155,0,1,0,0,
11033,0.75,263,0,0,1,0,
9833,0.24,187,0,0,1,0,
571,0.73,252,0,0,0,1,0.0
5520,0.85,150,1,1,0,0,
1549,0.88,259,0,0,0,1,0.0
12271,0.11,251,0,0,0,1,
5990,0.68,187,0,1,0,0,
462,0.8,255,0,1,0,0,0.0
228,0.85,236,0,0,1,0,0.0
3746,0.91,167,0,0,0,1,0.0
8783,0.66,248,0,1,0,0,
1725,0.1,253,0,0,1,0,0.0
1075,0.74,267,0,0,0,1,0.0
